t,det_l,det_r,x,y,z,dist,ipd,yaw,pitch,roll,arousal,valence,change,dwell,absent,approach,attending,state,det_ms,fsm_state,fsm_row
53.282,1,1,0.0202,0.2127,-0.4283,0.4786,0.0654,-2.67,-0.88,2.49,0.077,0.776,0.535,21.46,0.00,0.003,1,excited,9.8,EXCITED,
53.334,1,1,0.0201,0.2113,-0.4263,0.4762,0.0643,-2.63,-1.02,2.61,0.083,0.778,0.547,21.51,0.00,0.011,1,excited,10.2,EXCITED,
53.394,1,1,0.0204,0.2113,-0.4267,0.4766,0.0658,-2.70,-0.62,2.45,0.086,0.775,0.512,21.57,0.00,0.008,1,excited,10.1,EXCITED,
53.442,1,1,0.0206,0.2121,-0.4280,0.4781,0.0669,-2.46,-0.17,2.46,0.079,0.765,0.594,21.62,0.00,-0.000,1,excited,9.8,EXCITED,
53.491,1,1,0.0208,0.2132,-0.4292,0.4797,0.0673,-3.11,-1.75,2.42,0.078,0.769,0.665,21.66,0.00,-0.006,1,excited,10.2,EXCITED,
53.539,1,1,0.0208,0.2132,-0.4287,0.4792,0.0655,-2.91,-0.62,2.04,0.077,0.774,0.560,21.71,0.00,-0.003,1,excited,9.8,EXCITED,
53.586,1,1,0.0209,0.2141,-0.4307,0.4814,0.0657,-2.90,0.98,2.12,0.078,0.772,0.534,21.76,0.00,-0.012,1,excited,10.1,EXCITED,
53.706,1,1,0.0208,0.2126,-0.4282,0.4785,0.0663,-2.91,-0.76,2.25,0.080,0.783,0.505,21.88,0.00,-0.005,1,excited,81.7,EXCITED,
53.761,1,1,0.0207,0.2115,-0.4261,0.4761,0.0670,-2.66,-0.22,2.28,0.081,0.778,0.593,21.94,0.00,0.005,1,excited,10.0,EXCITED,
53.810,1,1,0.0208,0.2125,-0.4276,0.4779,0.0676,-3.02,-1.36,2.13,0.081,0.781,0.587,21.98,0.00,-0.004,1,excited,10.0,EXCITED,
53.859,1,1,0.0208,0.2121,-0.4270,0.4772,0.0681,-2.43,-0.82,2.37,0.079,0.773,0.649,22.03,0.00,0.000,1,excited,10.1,EXCITED,
53.906,1,1,0.0207,0.2119,-0.4266,0.4767,0.0677,-2.75,-0.16,2.29,0.078,0.771,0.603,22.08,0.00,0.002,1,excited,10.0,EXCITED,
53.954,1,1,0.0206,0.2117,-0.4269,0.4770,0.0649,-2.73,0.62,2.63,0.076,0.768,0.522,22.13,0.00,0.001,1,excited,10.0,EXCITED,
54.001,1,1,0.0206,0.2111,-0.4263,0.4761,0.0660,-2.38,-0.66,2.35,0.079,0.772,0.540,22.18,0.00,0.004,1,excited,9.9,EXCITED,
54.055,1,1,0.0206,0.2099,-0.4246,0.4741,0.0667,-2.51,-0.70,2.38,0.085,0.785,0.593,22.23,0.00,0.011,1,excited,15.5,EXCITED,
54.117,1,1,0.0204,0.2086,-0.4230,0.4720,0.0652,-2.64,0.50,2.68,0.084,0.790,0.565,22.29,0.00,0.015,1,excited,11.7,EXCITED,
54.179,1,1,0.0202,0.2068,-0.4205,0.4691,0.0739,-2.68,0.18,2.68,0.081,0.789,0.514,22.35,0.00,0.022,1,excited,9.9,EXCITED,
54.226,1,1,0.0200,0.2060,-0.4199,0.4682,0.0667,-2.64,1.68,2.62,0.078,0.784,0.491,22.40,0.00,0.021,1,excited,10.0,EXCITED,
54.273,1,1,0.0200,0.2046,-0.4177,0.4655,0.0659,-2.39,1.22,2.37,0.078,0.785,0.495,22.45,0.00,0.028,1,excited,10.1,EXCITED,
54.322,1,1,0.0200,0.2043,-0.4174,0.4652,0.0667,-2.00,2.05,2.73,0.079,0.788,0.425,22.50,0.00,0.024,1,excited,10.3,EXCITED,
54.369,1,1,0.0199,0.2040,-0.4167,0.4644,0.0643,-2.12,0.45,2.09,0.079,0.788,0.371,22.54,0.00,0.023,1,excited,10.1,EXCITED,
54.418,1,1,0.0199,0.2051,-0.4181,0.4661,0.0645,-2.67,0.14,2.40,0.082,0.786,0.360,22.59,0.00,0.011,1,excited,10.2,EXCITED,
54.467,1,1,0.0198,0.2046,-0.4166,0.4646,0.0653,-2.03,1.51,2.34,0.079,0.783,0.378,22.64,0.00,0.015,1,excited,10.2,EXCITED,
54.515,1,1,0.0196,0.2041,-0.4151,0.4630,0.0684,-2.11,1.29,2.48,0.079,0.782,0.365,22.69,0.00,0.019,1,excited,10.2,EXCITED,
54.562,1,1,0.0196,0.2033,-0.4130,0.4608,0.0703,-2.23,0.10,2.30,0.081,0.788,0.389,22.74,0.00,0.024,1,excited,10.1,EXCITED,
54.610,1,1,0.0196,0.2045,-0.4143,0.4625,0.0691,-2.23,0.02,2.18,0.085,0.792,0.361,22.78,0.00,0.012,1,excited,10.2,EXCITED,
54.658,1,1,0.0196,0.2040,-0.4134,0.4614,0.0652,-2.23,0.51,2.36,0.090,0.813,0.573,22.83,0.00,0.014,1,excited,10.0,EXCITED,
54.705,1,1,0.0198,0.2034,-0.4120,0.4598,0.0647,-2.43,-0.34,1.65,0.090,0.824,0.566,22.88,0.00,0.018,1,excited,10.0,EXCITED,
54.754,1,1,0.0198,0.2037,-0.4124,0.4604,0.0653,-2.08,0.66,1.92,0.085,0.821,0.650,22.93,0.00,0.012,1,excited,9.9,EXCITED,
54.803,1,1,0.0199,0.2041,-0.4133,0.4614,0.0638,-2.65,0.43,1.84,0.084,0.825,0.627,22.98,0.00,0.006,1,excited,10.3,EXCITED,
54.851,1,1,0.0200,0.2037,-0.4119,0.4599,0.0640,-2.94,-0.14,1.95,0.082,0.825,0.541,23.02,0.00,0.011,1,excited,10.1,EXCITED,
54.899,1,1,0.0201,0.2036,-0.4110,0.4591,0.0640,-2.47,-0.69,1.71,0.091,0.830,0.608,23.07,0.00,0.012,1,excited,10.1,EXCITED,
54.946,1,1,0.0205,0.2041,-0.4113,0.4596,0.0651,-1.99,0.16,1.74,0.089,0.830,0.643,23.12,0.00,0.008,1,excited,10.0,EXCITED,
55.009,1,1,0.0207,0.2032,-0.4090,0.4572,0.0641,-2.79,-0.86,1.30,0.091,0.836,0.599,23.18,0.00,0.014,1,excited,10.6,EXCITED,
55.059,1,1,0.0210,0.2035,-0.4085,0.4568,0.0634,-2.42,-0.89,1.38,0.092,0.842,0.514,23.23,0.00,0.012,1,excited,10.0,EXCITED,
55.106,1,1,0.0212,0.2039,-0.4092,0.4577,0.0637,-2.18,-0.17,1.19,0.087,0.844,0.507,23.28,0.00,0.006,1,excited,10.0,EXCITED,
55.155,1,1,0.0214,0.2044,-0.4102,0.4588,0.0619,-2.04,-0.39,1.08,0.095,0.854,0.638,23.33,0.00,0.000,1,excited,10.1,EXCITED,
55.201,1,1,0.0219,0.2064,-0.4131,0.4623,0.0642,-1.59,-0.96,1.23,0.095,0.857,0.630,23.37,0.00,-0.015,1,excited,10.1,EXCITED,
55.250,1,1,0.0223,0.2068,-0.4131,0.4625,0.0649,-1.72,-2.21,1.41,0.093,0.849,0.670,23.42,0.00,-0.013,1,excited,9.9,EXCITED,
55.298,1,1,0.0227,0.2077,-0.4142,0.4639,0.0635,-1.18,-1.75,1.34,0.092,0.848,0.603,23.47,0.00,-0.016,1,excited,10.1,EXCITED,
55.346,1,1,0.0232,0.2084,-0.4150,0.4650,0.0647,-1.22,-2.62,1.20,0.088,0.842,0.571,23.52,0.00,-0.017,1,excited,10.0,EXCITED,
55.410,1,1,0.0235,0.2074,-0.4134,0.4631,0.0654,-0.92,-1.95,1.49,0.089,0.832,0.530,23.58,0.00,-0.008,1,excited,10.6,EXCITED,
55.458,1,1,0.0240,0.2059,-0.4108,0.4601,0.0645,-0.56,-2.76,1.30,0.095,0.838,0.671,23.63,0.00,0.006,1,excited,10.0,EXCITED,
55.507,1,1,0.0245,0.2061,-0.4121,0.4615,0.0640,-0.73,-0.22,0.85,0.096,0.844,0.613,23.68,0.00,-0.001,1,excited,10.0,EXCITED,
55.554,1,1,0.0249,0.2056,-0.4120,0.4612,0.0652,-0.01,-1.67,1.29,0.091,0.841,0.656,23.73,0.00,0.001,1,excited,10.1,EXCITED,
55.602,1,1,0.0252,0.2054,-0.4122,0.4612,0.0634,-0.60,-0.46,1.61,0.091,0.841,0.588,23.78,0.00,0.000,1,excited,10.1,EXCITED,
55.651,1,1,0.0253,0.2055,-0.4129,0.4619,0.0641,-0.43,-0.79,1.04,0.094,0.843,0.543,23.83,0.00,-0.002,1,excited,10.0,EXCITED,
55.698,1,1,0.0253,0.2052,-0.4125,0.4614,0.0648,-0.55,-0.63,1.16,0.102,0.846,0.530,23.87,0.00,0.000,1,excited,10.1,EXCITED,
55.746,1,1,0.0253,0.2044,-0.4117,0.4603,0.0635,-0.53,-0.52,1.37,0.106,0.846,0.472,23.92,0.00,0.005,1,excited,9.9,EXCITED,
55.810,1,1,0.0253,0.2045,-0.4120,0.4607,0.0641,-0.93,-1.41,1.22,0.104,0.850,0.455,23.98,0.00,0.002,1,excited,10.6,EXCITED,
55.858,1,1,0.0252,0.2054,-0.4138,0.4627,0.0651,-0.93,-0.35,1.11,0.099,0.848,0.461,24.03,0.00,-0.006,1,excited,10.1,EXCITED,
55.908,1,1,0.0252,0.2048,-0.4129,0.4616,0.0647,-0.72,-0.91,1.04,0.102,0.852,0.503,24.08,0.00,-0.001,1,excited,10.0,EXCITED,
55.955,1,1,0.0250,0.2053,-0.4141,0.4628,0.0636,-1.09,-1.38,0.88,0.099,0.854,0.478,24.13,0.00,-0.006,1,excited,10.1,EXCITED,
56.002,1,1,0.0250,0.2056,-0.4149,0.4638,0.0638,-1.16,-1.19,1.39,0.096,0.853,0.433,24.18,0.00,-0.009,1,excited,10.1,EXCITED,
56.050,1,1,0.0246,0.2058,-0.4156,0.4644,0.0648,-1.71,-0.48,1.00,0.094,0.856,0.422,24.22,0.00,-0.010,1,excited,10.0,EXCITED,
56.099,1,1,0.0244,0.2053,-0.4148,0.4635,0.0608,-1.18,0.03,1.08,0.092,0.858,0.358,24.27,0.00,-0.004,1,excited,10.1,EXCITED,
56.146,1,1,0.0241,0.2048,-0.4138,0.4623,0.0622,-1.77,-0.42,1.00,0.089,0.861,0.309,24.32,0.00,0.002,1,excited,10.0,EXCITED,
56.209,1,1,0.0239,0.2064,-0.4159,0.4649,0.0656,-1.91,-1.40,0.93,0.097,0.867,0.382,24.38,0.00,-0.007,1,excited,10.2,EXCITED,
56.258,1,1,0.0237,0.2065,-0.4148,0.4640,0.0649,-1.95,-2.36,1.23,0.096,0.867,0.445,24.43,0.00,-0.002,1,excited,10.1,EXCITED,
56.307,1,1,0.0234,0.2077,-0.4145,0.4642,0.0660,-2.25,-2.03,0.70,0.088,0.857,0.547,24.48,0.00,-0.002,1,excited,10.0,EXCITED,
56.354,1,1,0.0233,0.2103,-0.4173,0.4679,0.0661,-2.17,-2.97,0.99,0.095,0.861,0.731,24.53,0.00,-0.017,1,excited,10.0,EXCITED,
56.402,1,1,0.0230,0.2118,-0.4200,0.4709,0.0654,-2.70,-3.23,1.34,0.095,0.864,0.670,24.58,0.00,-0.027,1,excited,10.0,EXCITED,
56.450,1,1,0.0229,0.2123,-0.4213,0.4724,0.0662,-2.03,-3.29,1.42,0.096,0.866,0.547,24.62,0.00,-0.027,1,excited,10.0,EXCITED,
56.499,1,1,0.0229,0.2124,-0.4216,0.4727,0.0655,-2.00,-3.16,1.37,0.092,0.865,0.516,24.67,0.00,-0.023,1,excited,10.2,EXCITED,
56.547,1,1,0.0230,0.2113,-0.4200,0.4708,0.0644,-1.35,-2.42,1.25,0.093,0.867,0.479,24.72,0.00,-0.010,1,excited,10.0,EXCITED,
56.594,1,1,0.0236,0.2124,-0.4211,0.4722,0.0677,-1.40,-2.44,1.12,0.097,0.868,0.449,24.77,0.00,-0.015,1,excited,10.0,EXCITED,
56.642,1,1,0.0244,0.2126,-0.4201,0.4715,0.0636,-0.13,-4.19,0.75,0.098,0.864,0.443,24.82,0.00,-0.009,1,excited,10.0,EXCITED,
56.689,1,1,0.0251,0.2134,-0.4196,0.4714,0.0647,-0.25,-5.52,0.77,0.099,0.864,0.397,24.86,0.00,-0.007,1,excited,10.0,EXCITED,
56.738,1,1,0.0254,0.2155,-0.4221,0.4746,0.0695,-0.94,-5.14,0.35,0.104,0.861,0.401,24.91,0.00,-0.018,1,excited,10.0,EXCITED,
56.786,1,1,0.0252,0.2152,-0.4214,0.4738,0.0646,-0.79,-5.36,0.45,0.102,0.859,0.421,24.96,0.00,-0.011,1,excited,10.1,EXCITED,
56.834,1,1,0.0249,0.2157,-0.4230,0.4755,0.0653,-0.91,-4.26,0.82,0.091,0.845,0.593,25.01,0.00,-0.016,1,excited,10.3,EXCITED,
56.882,1,1,0.0244,0.2147,-0.4216,0.4737,0.0647,-1.13,-4.37,1.17,0.103,0.849,0.895,25.06,0.00,-0.006,1,excited,10.1,EXCITED,
56.930,1,1,0.0239,0.2139,-0.4203,0.4722,0.0664,-1.57,-4.43,0.71,0.100,0.849,0.915,25.10,0.00,0.002,1,excited,10.1,EXCITED,
56.979,1,1,0.0232,0.2135,-0.4189,0.4708,0.0649,-1.88,-4.18,0.18,0.096,0.850,0.778,25.15,0.00,0.008,1,excited,10.1,EXCITED,
57.027,1,1,0.0227,0.2134,-0.4178,0.4697,0.0642,-2.43,-4.45,-0.62,0.095,0.847,0.700,25.20,0.00,0.010,1,excited,10.3,EXCITED,
57.075,1,1,0.0222,0.2134,-0.4170,0.4689,0.0642,-2.57,-5.55,-0.41,0.094,0.846,0.587,25.25,0.00,0.012,1,excited,10.1,EXCITED,
57.122,1,1,0.0218,0.2112,-0.4136,0.4649,0.0646,-2.49,-3.85,-0.87,0.091,0.840,0.569,25.30,0.00,0.026,1,excited,9.9,EXCITED,
57.172,1,1,0.0215,0.2115,-0.4149,0.4662,0.0656,-2.90,-3.83,-0.57,0.092,0.838,0.504,25.35,0.00,0.016,1,excited,9.9,EXCITED,
57.217,1,1,0.0213,0.2111,-0.4148,0.4659,0.0639,-2.47,-3.66,-0.25,0.091,0.839,0.467,25.39,0.00,0.014,1,excited,9.9,EXCITED,
57.266,1,1,0.0211,0.2122,-0.4173,0.4687,0.0638,-2.55,-2.35,-0.23,0.086,0.837,0.459,25.44,0.00,-0.000,1,excited,10.7,EXCITED,
57.313,1,1,0.0209,0.2134,-0.4191,0.4708,0.0667,-2.88,-4.63,0.01,0.088,0.841,0.509,25.49,0.00,-0.009,1,excited,10.0,EXCITED,
57.362,1,1,0.0209,0.2134,-0.4186,0.4704,0.0637,-2.98,-4.94,0.47,0.085,0.831,0.639,25.54,0.00,-0.006,1,excited,10.1,EXCITED,
57.426,1,1,0.0210,0.2133,-0.4179,0.4697,0.0645,-2.65,-4.36,0.14,0.084,0.830,0.597,25.60,0.00,-0.002,1,excited,10.2,EXCITED,
57.475,1,1,0.0210,0.2116,-0.4144,0.4658,0.0653,-2.31,-5.11,0.74,0.084,0.827,0.513,25.65,0.00,0.014,1,excited,10.1,EXCITED,
57.522,1,1,0.0212,0.2134,-0.4168,0.4687,0.0657,-2.93,-4.58,0.66,0.089,0.832,0.560,25.70,0.00,-0.001,1,excited,10.0,EXCITED,
57.569,1,1,0.0213,0.2131,-0.4164,0.4682,0.0645,-2.59,-3.50,0.60,0.092,0.826,0.595,25.74,0.00,0.001,1,excited,10.0,EXCITED,
57.617,1,1,0.0214,0.2126,-0.4151,0.4669,0.0645,-2.88,-4.46,0.57,0.092,0.821,0.506,25.79,0.00,0.006,1,excited,10.3,EXCITED,
57.665,1,1,0.0215,0.2130,-0.4160,0.4678,0.0653,-2.75,-4.01,0.44,0.095,0.814,0.451,25.84,0.00,0.001,1,excited,9.8,EXCITED,
57.716,1,1,0.0214,0.2140,-0.4177,0.4698,0.0648,-2.48,-4.74,0.70,0.097,0.821,0.541,25.89,0.00,-0.007,1,excited,10.1,EXCITED,
57.778,1,1,0.0214,0.2124,-0.4151,0.4668,0.0632,-2.77,-5.71,0.74,0.094,0.823,0.513,25.95,0.00,0.004,1,excited,9.8,EXCITED,
57.825,1,1,0.0215,0.2110,-0.4129,0.4641,0.0651,-2.32,-5.67,0.95,0.091,0.821,0.479,26.00,0.00,0.015,1,excited,9.9,EXCITED,
57.873,1,1,0.0215,0.2134,-0.4175,0.4694,0.0665,-2.39,-3.18,0.85,0.089,0.823,0.464,26.05,0.00,-0.010,1,excited,10.2,EXCITED,
57.921,1,1,0.0215,0.2109,-0.4135,0.4647,0.0652,-1.72,-4.13,0.74,0.092,0.824,0.433,26.10,0.00,0.011,1,excited,9.9,EXCITED,
57.967,1,1,0.0215,0.2106,-0.4137,0.4647,0.0650,-2.78,-4.95,1.20,0.098,0.834,0.513,26.14,0.00,0.009,1,excited,9.8,EXCITED,
58.016,1,1,0.0216,0.2108,-0.4140,0.4651,0.0670,-2.56,-3.19,1.18,0.095,0.833,0.588,26.19,0.00,0.005,1,excited,9.9,EXCITED,
58.065,1,1,0.0215,0.2118,-0.4155,0.4669,0.0662,-2.89,-4.75,1.21,0.090,0.827,0.585,26.24,0.00,-0.003,1,excited,10.2,EXCITED,
58.117,1,1,0.0216,0.2125,-0.4168,0.4683,0.0666,-2.50,-4.54,1.01,0.088,0.834,0.658,26.29,0.00,-0.008,1,excited,10.3,EXCITED,
58.167,1,1,0.0216,0.2115,-0.4150,0.4663,0.0646,-2.63,-4.84,1.65,0.096,0.840,0.676,26.34,0.00,0.002,1,excited,10.5,EXCITED,
58.225,1,1,0.0217,0.2116,-0.4152,0.4665,0.0672,-2.86,-5.53,1.38,0.099,0.847,0.589,26.40,0.00,0.001,1,excited,10.2,EXCITED,
58.274,1,1,0.0216,0.2112,-0.4146,0.4657,0.0642,-3.04,-4.49,1.20,0.104,0.849,0.542,26.45,0.00,0.004,1,excited,10.3,EXCITED,
58.336,1,1,0.0216,0.2112,-0.4145,0.4657,0.0667,-2.40,-4.65,1.35,0.097,0.846,0.589,26.51,0.00,0.003,1,excited,10.2,EXCITED,
58.392,1,1,0.0217,0.2142,-0.4194,0.4714,0.0654,-3.41,-5.16,1.22,0.091,0.842,0.504,26.57,0.00,-0.018,1,excited,11.8,EXCITED,
58.451,1,1,0.0218,0.2134,-0.4182,0.4700,0.0683,-2.88,-4.59,1.00,0.088,0.840,0.429,26.63,0.00,-0.009,1,excited,10.4,EXCITED,
58.496,1,1,0.0220,0.2144,-0.4195,0.4716,0.0661,-2.64,-4.42,1.42,0.088,0.838,0.391,26.67,0.00,-0.015,1,excited,9.9,EXCITED,
58.547,1,1,0.0219,0.2139,-0.4190,0.4709,0.0651,-3.05,-4.52,1.08,0.083,0.841,0.427,26.72,0.00,-0.009,1,excited,10.2,EXCITED,
58.594,1,1,0.0220,0.2138,-0.4190,0.4709,0.0655,-2.40,-4.91,1.11,0.084,0.844,0.437,26.77,0.00,-0.007,1,excited,10.3,EXCITED,
58.644,1,1,0.0220,0.2146,-0.4204,0.4725,0.0649,-2.82,-4.27,1.24,0.084,0.841,0.431,26.82,0.00,-0.012,1,excited,10.4,EXCITED,
58.705,1,1,0.0219,0.2139,-0.4190,0.4709,0.0655,-3.00,-3.85,1.62,0.085,0.839,0.368,26.88,0.00,-0.004,1,excited,10.0,EXCITED,
58.754,1,1,0.0219,0.2124,-0.4165,0.4681,0.0672,-2.53,-3.85,1.20,0.084,0.834,0.355,26.93,0.00,0.008,1,excited,10.0,EXCITED,
58.802,1,1,0.0218,0.2125,-0.4169,0.4685,0.0659,-3.22,-4.11,1.61,0.081,0.828,0.329,26.98,0.00,0.005,1,excited,9.9,EXCITED,
58.849,1,1,0.0218,0.2115,-0.4152,0.4665,0.0660,-2.63,-5.39,1.37,0.087,0.828,0.417,27.02,0.00,0.012,1,excited,10.1,EXCITED,
58.897,1,1,0.0217,0.2133,-0.4178,0.4696,0.0649,-2.96,-4.48,0.74,0.083,0.835,0.527,27.07,0.00,-0.003,1,excited,9.9,EXCITED,
58.945,1,1,0.0216,0.2120,-0.4154,0.4669,0.0645,-2.84,-4.47,1.37,0.087,0.844,0.541,27.12,0.00,0.009,1,excited,10.1,EXCITED,
58.993,1,1,0.0215,0.2115,-0.4141,0.4655,0.0664,-3.08,-5.21,1.38,0.081,0.842,0.640,27.17,0.00,0.013,1,excited,10.0,EXCITED,
59.042,1,1,0.0214,0.2111,-0.4136,0.4648,0.0673,-2.64,-3.26,1.23,0.074,0.829,0.689,27.22,0.00,0.013,1,excited,9.7,EXCITED,
59.090,1,1,0.0211,0.2119,-0.4150,0.4664,0.0667,-3.02,-4.41,1.22,0.076,0.829,0.742,27.26,0.00,0.004,1,excited,10.0,EXCITED,
59.138,1,1,0.0209,0.2139,-0.4184,0.4704,0.0665,-3.40,-5.17,1.39,0.073,0.828,0.656,27.31,0.00,-0.013,1,excited,9.9,EXCITED,
59.186,1,1,0.0206,0.2132,-0.4171,0.4689,0.0669,-3.19,-4.36,1.47,0.077,0.827,0.624,27.36,0.00,-0.004,1,excited,9.7,EXCITED,
59.233,1,1,0.0204,0.2123,-0.4154,0.4670,0.0679,-2.78,-4.91,1.81,0.073,0.826,0.606,27.41,0.00,0.005,1,excited,10.0,EXCITED,
59.282,1,1,0.0201,0.2128,-0.4164,0.4681,0.0677,-2.88,-3.55,1.40,0.076,0.818,0.645,27.46,0.00,-0.001,1,excited,9.9,EXCITED,
59.329,1,1,0.0196,0.2125,-0.4157,0.4672,0.0667,-3.76,-3.80,1.32,0.071,0.809,0.652,27.50,0.00,0.003,1,excited,10.3,EXCITED,
59.378,1,1,0.0193,0.2113,-0.4136,0.4648,0.0684,-2.93,-4.36,1.75,0.076,0.804,0.671,27.55,0.00,0.012,1,excited,10.2,EXCITED,
59.426,1,1,0.0189,0.2128,-0.4158,0.4675,0.0672,-3.98,-4.41,1.78,0.080,0.809,0.684,27.60,0.00,-0.001,1,excited,10.3,EXCITED,
59.473,1,1,0.0186,0.2125,-0.4152,0.4668,0.0696,-3.40,-4.52,1.99,0.079,0.800,0.783,27.65,0.00,0.002,1,excited,10.0,EXCITED,
59.522,1,1,0.0186,0.2125,-0.4155,0.4670,0.0684,-2.87,-2.75,1.87,0.074,0.777,0.900,27.70,0.00,0.001,1,excited,10.0,EXCITED,
59.570,1,1,0.0184,0.2116,-0.4143,0.4656,0.0716,-3.07,-3.56,2.12,0.071,0.747,0.918,27.74,0.00,0.007,1,excited,9.9,EXCITED,
59.618,1,1,0.0183,0.2117,-0.4142,0.4655,0.0730,-2.89,-3.86,2.32,0.069,0.719,0.850,27.79,0.00,0.005,1,excited,10.0,EXCITED,
59.665,1,1,0.0182,0.2122,-0.4148,0.4663,0.0656,-2.96,-3.46,1.93,0.071,0.687,0.864,27.84,0.00,0.001,1,neutral,10.2,EXCITED,
59.714,1,1,0.0181,0.2121,-0.4144,0.4659,0.0648,-3.29,-3.37,2.09,0.071,0.653,0.862,27.89,0.00,0.003,1,neutral,10.1,EXCITED,
59.763,1,1,0.0179,0.2130,-0.4162,0.4679,0.0709,-3.40,-3.56,2.01,0.078,0.605,1.056,27.94,0.00,-0.006,1,neutral,10.3,EXCITED,
59.810,1,1,0.0178,0.2133,-0.4170,0.4687,0.0683,-3.56,-3.00,2.36,0.076,0.542,1.328,27.98,0.00,-0.008,1,neutral,10.0,EXCITED,
59.857,1,1,0.0179,0.2123,-0.4155,0.4670,0.0677,-3.30,-3.00,2.11,0.072,0.481,1.296,28.03,0.00,0.001,1,neutral,10.1,EXCITED,
59.906,1,1,0.0177,0.2128,-0.4165,0.4681,0.0679,-3.39,-3.43,1.98,0.070,0.387,1.828,28.08,0.00,-0.004,1,neutral,10.2,EXCITED,
59.974,1,1,0.0174,0.2120,-0.4155,0.4668,0.0660,-3.84,-4.60,2.00,0.079,0.393,2.385,28.15,0.00,0.001,1,neutral,14.2,EXCITED,
60.035,1,1,0.0171,0.2104,-0.4132,0.4640,0.0684,-3.45,-2.78,1.89,0.082,0.391,2.010,28.21,0.00,0.010,1,neutral,10.3,EXCITED,
60.081,1,1,0.0168,0.2091,-0.4111,0.4615,0.0679,-3.52,-3.33,2.20,0.083,0.357,2.184,28.26,0.00,0.018,1,angry,10.3,EXCITED,
60.133,1,1,0.0165,0.2096,-0.4120,0.4626,0.0677,-3.71,-3.84,2.42,0.085,0.341,1.907,28.31,0.00,0.011,1,angry,10.1,EXCITED,
60.194,1,1,0.0163,0.2085,-0.4100,0.4603,0.0700,-3.64,-4.59,2.21,0.090,0.305,1.846,28.37,0.00,0.016,1,angry,10.1,EXCITED,
60.243,1,1,0.0159,0.2093,-0.4111,0.4616,0.0655,-4.18,-4.00,2.32,0.084,0.268,1.701,28.42,0.00,0.008,1,angry,10.2,EXCITED,
60.293,1,1,0.0156,0.2091,-0.4117,0.4620,0.0706,-4.11,-4.06,2.87,0.071,0.172,2.487,28.47,0.00,0.005,1,angry,10.2,EXCITED,
60.354,1,1,0.0155,0.2092,-0.4131,0.4633,0.0644,-3.50,-2.80,2.59,0.059,0.079,2.254,28.53,0.00,-0.001,1,angry,10.2,EXCITED,
60.403,1,1,0.0155,0.2097,-0.4153,0.4655,0.0640,-3.88,-2.91,2.34,0.054,0.030,2.135,28.58,0.00,-0.010,1,angry,10.6,EXCITED,
60.451,1,1,0.0155,0.2078,-0.4124,0.4621,0.0613,-3.72,-4.60,2.50,0.056,0.001,1.876,28.62,0.00,0.007,1,angry,10.3,EXCITED,
60.497,1,1,0.0153,0.2082,-0.4132,0.4629,0.0639,-4.57,-3.69,2.46,0.061,-0.006,1.749,28.67,0.00,0.002,1,angry,10.0,EXCITED,
60.546,1,1,0.0154,0.2088,-0.4137,0.4636,0.0634,-4.34,-4.08,2.99,0.055,0.068,2.723,28.72,0.00,-0.002,1,angry,10.1,EXCITED,
60.594,1,1,0.0157,0.2088,-0.4141,0.4640,0.0618,-4.40,-1.31,2.41,0.048,0.008,4.132,28.77,0.00,-0.003,1,angry,10.1,EXCITED,
60.643,1,1,0.0161,0.2093,-0.4178,0.4676,0.0661,-4.07,-0.05,2.70,0.051,-0.028,3.500,28.82,0.00,-0.017,1,angry,10.1,EXCITED,
60.690,1,1,0.0167,0.2063,-0.4181,0.4666,0.0641,-3.69,1.79,2.89,0.041,-0.106,3.698,28.86,0.00,-0.009,1,angry,10.2,EXCITED,
60.737,1,1,0.0170,0.2035,-0.4186,0.4657,0.0640,-4.06,2.30,2.69,0.039,-0.183,3.270,28.91,0.00,-0.004,1,sad,9.9,EXCITED,
60.786,1,1,0.0174,0.2019,-0.4203,0.4666,0.0640,-3.93,2.40,2.48,0.067,-0.215,3.269,28.96,0.00,-0.007,1,sad,10.0,EXCITED,
60.834,1,1,0.0176,0.1997,-0.4185,0.4641,0.0636,-3.35,2.83,2.57,0.066,-0.246,3.007,29.01,0.00,0.005,1,sad,10.0,EXCITED,
60.882,1,1,0.0180,0.2014,-0.4211,0.4671,0.0634,-3.13,0.68,2.03,0.114,-0.250,3.283,29.06,0.00,-0.009,1,sad,10.3,EXCITED,
60.930,1,1,0.0183,0.2020,-0.4198,0.4662,0.0632,-3.22,-1.85,1.74,0.166,-0.244,2.928,29.10,0.00,-0.003,1,angry,9.8,EXCITED,
60.979,1,1,0.0186,0.2023,-0.4186,0.4653,0.0643,-3.01,-2.04,1.76,0.204,-0.233,2.466,29.15,0.00,0.001,1,angry,10.0,EXCITED,
61.041,1,1,0.0188,0.2023,-0.4169,0.4638,0.0629,-2.41,-2.42,1.60,0.192,-0.163,2.922,29.21,0.00,0.006,1,angry,9.9,EXCITED,
61.090,1,1,0.0192,0.2029,-0.4164,0.4636,0.0611,-2.68,-3.43,2.51,0.197,-0.108,2.592,29.26,0.00,0.006,1,angry,10.4,EXCITED,
61.154,1,1,0.0197,0.2009,-0.4128,0.4596,0.0615,-2.00,-1.35,2.36,0.204,-0.087,2.341,29.33,0.00,0.017,1,angry,10.4,EXCITED,
