t,det_l,det_r,x,y,z,dist,ipd,yaw,pitch,roll,arousal,valence,change,dwell,absent,approach,attending,state,det_ms,fsm_state,fsm_row
101.089,1,1,0.0148,0.1932,-0.4009,0.4452,0.0630,4.59,-2.12,3.25,0.118,-0.026,1.511,0.24,0.00,0.019,1,neutral,10.0,NEUTRAL,
101.137,1,1,0.0313,0.1957,-0.4035,0.4496,0.0683,29.12,-7.27,3.46,0.117,-0.032,1.471,0.00,0.00,-0.002,0,neutral,10.2,NEUTRAL,
101.185,1,1,0.0487,0.2003,-0.4089,0.4579,0.0594,35.46,-6.49,6.94,0.124,-0.032,1.329,0.00,0.00,-0.037,0,neutral,10.0,NEUTRAL,
101.250,1,1,0.0563,0.1995,-0.4084,0.4580,0.0646,29.58,-6.04,3.76,0.118,-0.043,1.254,0.00,0.00,-0.030,0,neutral,10.5,NEUTRAL,
101.297,1,1,0.0519,0.1952,-0.4044,0.4520,0.0653,8.81,-0.27,3.78,0.110,-0.040,1.201,0.05,0.00,0.002,1,neutral,10.0,NEUTRAL,
101.344,1,1,0.0370,0.1930,-0.4050,0.4502,0.0650,-13.47,1.78,1.77,0.108,-0.039,1.052,0.09,0.00,0.009,1,neutral,10.0,NEUTRAL,
101.394,1,1,0.0166,0.1937,-0.4097,0.4535,0.0668,-31.02,-0.68,-1.89,0.113,-0.038,0.926,0.00,0.00,-0.006,0,neutral,10.2,NEUTRAL,
101.442,1,1,-0.0017,0.1957,-0.4137,0.4577,0.0687,-37.90,-1.71,-3.41,0.145,-0.030,1.249,0.00,0.00,-0.022,0,neutral,10.2,NEUTRAL,
101.489,1,1,-0.0128,0.1980,-0.4170,0.4618,0.0671,-32.98,-4.10,-0.65,0.150,-0.027,1.333,0.00,0.00,-0.035,0,neutral,10.1,NEUTRAL,
101.537,1,1,-0.0113,0.1964,-0.4131,0.4575,0.0615,-14.40,-1.43,1.01,0.131,-0.033,1.479,0.05,0.00,-0.010,1,neutral,10.1,NEUTRAL,
101.586,1,1,0.0019,0.1942,-0.4082,0.4520,0.0636,9.87,-1.20,3.87,0.122,-0.032,1.310,0.10,0.00,0.014,1,neutral,10.3,NEUTRAL,
101.650,1,1,0.0202,0.1945,-0.4076,0.4521,0.0617,26.65,-5.81,5.44,0.119,-0.037,1.130,0.16,0.00,0.011,1,neutral,10.7,NEUTRAL,
101.697,1,1,0.0326,0.1916,-0.4015,0.4461,0.0656,27.04,-6.38,6.08,0.118,-0.037,0.968,0.00,0.00,0.035,0,neutral,10.2,NEUTRAL,
101.745,1,1,0.0366,0.1884,-0.3962,0.4402,0.0639,14.98,-3.65,5.03,0.119,-0.037,0.810,0.05,0.00,0.052,1,neutral,10.1,NEUTRAL,
101.794,1,1,0.0330,0.1879,-0.3976,0.4410,0.0633,1.84,2.64,3.65,0.104,-0.037,0.910,0.10,0.00,0.038,1,neutral,10.0,NO,13
101.845,1,1,0.0248,0.1880,-0.3989,0.4417,0.0628,-8.97,0.80,1.89,0.097,-0.037,0.790,0.15,0.00,0.028,1,neutral,10.0,NO,
101.905,1,1,0.0143,0.1909,-0.4041,0.4472,0.0650,-17.87,-2.05,2.11,0.101,-0.033,0.773,0.21,0.00,0.004,1,neutral,10.3,NO,
101.954,1,1,0.0062,0.1912,-0.4039,0.4469,0.0666,-17.96,-3.03,2.68,0.123,-0.036,0.935,0.26,0.00,0.004,1,neutral,10.0,NO,
102.002,1,1,0.0000,0.1921,-0.4051,0.4484,0.0655,-18.65,-3.60,4.49,0.120,-0.034,1.070,0.30,0.00,-0.002,1,neutral,10.2,NO,
102.066,1,1,-0.0043,0.1925,-0.4057,0.4491,0.0650,-18.16,-3.24,4.86,0.123,-0.031,0.928,0.37,0.00,-0.004,1,neutral,10.7,NO,
102.114,1,1,-0.0076,0.1929,-0.4062,0.4497,0.0662,-17.94,-2.28,5.39,0.119,-0.033,0.867,0.42,0.00,-0.006,1,neutral,10.3,NO,
102.163,1,1,-0.0103,0.1937,-0.4074,0.4513,0.0639,-18.61,-1.72,5.58,0.127,-0.029,0.884,0.47,0.00,-0.011,1,neutral,10.2,NO,
102.225,1,1,-0.0125,0.1944,-0.4079,0.4520,0.0708,-18.17,-3.05,6.42,0.117,-0.035,0.936,0.53,0.00,-0.011,1,neutral,10.2,NO,
102.273,1,1,-0.0139,0.1948,-0.4083,0.4526,0.0685,-17.74,-3.46,6.32,0.125,-0.034,1.014,0.58,0.00,-0.011,1,neutral,10.1,NO,
102.322,1,1,-0.0149,0.1955,-0.4085,0.4531,0.0698,-16.93,-3.89,6.82,0.131,-0.031,0.833,0.62,0.00,-0.011,1,neutral,10.2,NO,
102.370,1,1,-0.0151,0.1951,-0.4065,0.4512,0.0660,-15.33,-2.53,6.41,0.134,-0.027,0.704,0.67,0.00,-0.001,1,neutral,10.2,NO,
102.452,1,1,-0.0151,0.1955,-0.4059,0.4508,0.0699,-15.87,-3.70,6.80,0.128,-0.029,0.664,0.76,0.00,0.000,1,neutral,13.3,NEUTRAL,15
102.512,1,1,-0.0147,0.1950,-0.4039,0.4488,0.0703,-14.67,-4.43,7.13,0.124,-0.030,0.547,0.82,0.00,0.007,1,neutral,10.3,NEUTRAL,
102.562,1,1,-0.0148,0.1961,-0.4048,0.4501,0.0810,-14.68,-4.18,6.80,0.120,-0.033,0.476,0.87,0.00,0.000,1,neutral,10.3,NEUTRAL,
102.609,1,1,-0.0144,0.1964,-0.4043,0.4497,0.0684,-14.51,-3.42,7.15,0.122,-0.029,0.510,0.91,0.00,0.002,1,neutral,10.3,NEUTRAL,
102.657,1,1,-0.0143,0.1971,-0.4049,0.4505,0.0716,-15.24,-4.87,7.21,0.119,-0.030,0.488,0.96,0.00,-0.002,1,neutral,10.1,NEUTRAL,
102.706,1,1,-0.0142,0.1977,-0.4054,0.4513,0.0691,-14.56,-4.65,6.89,0.117,-0.033,0.445,1.01,0.00,-0.005,1,neutral,10.2,NEUTRAL,
102.754,1,1,-0.0142,0.1979,-0.4060,0.4519,0.0702,-15.51,-4.44,7.20,0.117,-0.030,0.456,1.06,0.00,-0.006,1,neutral,10.2,NEUTRAL,
102.801,1,1,-0.0142,0.2001,-0.4092,0.4557,0.0676,-15.01,-3.66,6.68,0.108,-0.035,0.550,1.10,0.00,-0.021,1,neutral,10.0,NEUTRAL,
102.866,1,1,-0.0140,0.2006,-0.4095,0.4562,0.0723,-14.96,-4.54,7.21,0.107,-0.034,0.519,1.17,0.00,-0.019,1,neutral,10.7,NEUTRAL,
102.913,1,1,-0.0137,0.2001,-0.4078,0.4545,0.0698,-15.73,-6.07,7.77,0.115,-0.029,0.590,1.22,0.00,-0.007,1,neutral,10.2,NEUTRAL,
102.962,1,1,-0.0137,0.2011,-0.4092,0.4561,0.0679,-15.60,-5.20,7.55,0.122,-0.026,0.474,1.26,0.00,-0.013,1,neutral,10.1,NEUTRAL,
103.009,1,1,-0.0137,0.2015,-0.4101,0.4571,0.0666,-15.67,-5.67,7.42,0.118,-0.027,0.538,1.31,0.00,-0.014,1,neutral,10.0,NEUTRAL,
103.057,1,1,-0.0132,0.2008,-0.4089,0.4557,0.0695,-15.21,-3.86,7.12,0.116,-0.027,0.452,1.36,0.00,-0.006,1,neutral,10.4,NEUTRAL,
103.106,1,1,-0.0122,0.2005,-0.4088,0.4555,0.0726,-12.92,-4.43,6.28,0.108,-0.029,0.460,1.41,0.00,-0.004,1,neutral,10.2,NEUTRAL,
103.153,1,1,-0.0107,0.2001,-0.4079,0.4544,0.0673,-11.86,-4.11,6.29,0.106,-0.030,0.419,1.46,0.00,0.002,1,neutral,10.1,NEUTRAL,
103.202,1,1,-0.0093,0.2005,-0.4085,0.4552,0.0670,-11.24,-4.53,6.10,0.104,-0.029,0.359,1.51,0.00,-0.002,1,neutral,10.3,NEUTRAL,
103.266,1,1,-0.0082,0.2004,-0.4091,0.4557,0.0652,-10.98,-3.16,6.11,0.102,-0.029,0.298,1.57,0.00,-0.003,1,neutral,10.5,NEUTRAL,
103.312,1,1,-0.0072,0.1991,-0.4067,0.4529,0.0648,-11.06,-3.79,6.31,0.101,-0.027,0.283,1.62,0.00,0.010,1,neutral,10.0,NEUTRAL,
103.362,1,1,-0.0069,0.1984,-0.4058,0.4518,0.0639,-11.98,-3.98,6.17,0.093,-0.031,0.372,1.67,0.00,0.012,1,neutral,10.0,NEUTRAL,
103.408,1,1,-0.0071,0.2000,-0.4081,0.4546,0.0634,-12.54,-3.70,6.41,0.092,-0.033,0.370,1.71,0.00,-0.003,1,neutral,9.9,NEUTRAL,
103.457,1,1,-0.0073,0.1988,-0.4060,0.4521,0.0652,-12.80,-3.65,6.16,0.088,-0.037,0.360,1.76,0.00,0.008,1,neutral,10.2,NEUTRAL,
103.505,1,1,-0.0081,0.2016,-0.4114,0.4582,0.0641,-15.25,-3.72,6.43,0.094,-0.035,0.443,1.81,0.00,-0.019,1,neutral,10.0,NEUTRAL,
103.553,1,1,-0.0084,0.2013,-0.4115,0.4581,0.0662,-14.19,-4.56,6.96,0.098,-0.034,0.364,1.86,0.00,-0.015,1,neutral,10.3,NEUTRAL,
103.603,1,1,-0.0082,0.2005,-0.4098,0.4563,0.0638,-13.13,-4.20,6.56,0.094,-0.035,0.417,1.91,0.00,-0.005,1,neutral,10.2,NEUTRAL,
103.666,1,1,-0.0078,0.2010,-0.4107,0.4573,0.0650,-12.49,-3.85,6.74,0.086,-0.041,0.430,1.97,0.00,-0.007,1,neutral,10.4,NEUTRAL,
103.714,1,1,-0.0073,0.2009,-0.4104,0.4570,0.0668,-12.53,-4.07,6.16,0.080,-0.044,0.377,2.02,0.00,-0.004,1,neutral,10.1,NEUTRAL,
103.762,1,1,-0.0068,0.2005,-0.4092,0.4557,0.0630,-11.86,-2.97,6.16,0.072,-0.050,0.381,2.06,0.00,0.002,1,neutral,10.1,NEUTRAL,
103.810,1,1,-0.0063,0.1992,-0.4074,0.4535,0.0635,-11.59,-3.25,6.30,0.068,-0.052,0.342,2.11,0.00,0.011,1,neutral,10.1,NEUTRAL,
103.858,1,1,-0.0061,0.1991,-0.4070,0.4532,0.0633,-12.28,-4.34,6.56,0.068,-0.052,0.333,2.16,0.00,0.010,1,neutral,10.2,NEUTRAL,
103.905,1,1,-0.0058,0.1992,-0.4069,0.4531,0.0624,-11.95,-3.67,6.31,0.070,-0.049,0.333,2.21,0.00,0.008,1,neutral,10.1,NEUTRAL,
103.953,1,1,-0.0056,0.1998,-0.4079,0.4542,0.0674,-12.26,-3.69,5.98,0.070,-0.053,0.364,2.26,0.00,0.002,1,neutral,10.2,NEUTRAL,
104.001,1,1,-0.0056,0.2012,-0.4100,0.4567,0.0672,-11.95,-5.47,6.46,0.070,-0.057,0.329,2.30,0.00,-0.009,1,neutral,10.2,NEUTRAL,
104.067,1,1,-0.0053,0.2010,-0.4094,0.4561,0.0637,-11.65,-4.31,6.71,0.074,-0.052,0.389,2.37,0.00,-0.005,1,neutral,10.5,NEUTRAL,
104.112,1,1,-0.0052,0.2014,-0.4101,0.4569,0.0625,-12.22,-3.17,5.93,0.077,-0.054,0.417,2.42,0.00,-0.008,1,neutral,10.0,NEUTRAL,
104.162,1,1,-0.0048,0.2010,-0.4094,0.4562,0.0638,-12.29,-4.12,6.13,0.078,-0.050,0.418,2.46,0.00,-0.003,1,neutral,10.1,NEUTRAL,
104.209,1,1,-0.0046,0.2013,-0.4096,0.4564,0.0639,-12.40,-5.10,5.99,0.078,-0.050,0.376,2.51,0.00,-0.003,1,neutral,10.2,NEUTRAL,
104.257,1,1,-0.0041,0.2018,-0.4100,0.4570,0.0644,-11.67,-4.08,5.74,0.076,-0.052,0.357,2.56,0.00,-0.005,1,neutral,10.2,NEUTRAL,
104.305,1,1,-0.0038,0.2028,-0.4114,0.4587,0.0654,-11.64,-4.04,5.84,0.077,-0.051,0.351,2.61,0.00,-0.012,1,neutral,10.0,NEUTRAL,
104.354,1,1,-0.0033,0.2020,-0.4095,0.4566,0.0666,-11.06,-4.50,6.04,0.074,-0.050,0.335,2.66,0.00,-0.000,1,neutral,10.1,NEUTRAL,
104.401,1,1,-0.0031,0.2008,-0.4074,0.4542,0.0653,-11.21,-3.32,6.13,0.078,-0.048,0.362,2.70,0.00,0.010,1,neutral,10.2,NEUTRAL,
104.467,1,1,-0.0030,0.2007,-0.4073,0.4541,0.0651,-11.07,-3.77,6.06,0.079,-0.048,0.323,2.77,0.00,0.008,1,neutral,10.6,NEUTRAL,
104.513,1,1,-0.0029,0.2005,-0.4069,0.4537,0.0650,-11.41,-3.27,6.23,0.085,-0.043,0.389,2.82,0.00,0.008,1,neutral,9.9,NEUTRAL,
104.563,1,1,-0.0030,0.2002,-0.4063,0.4530,0.0648,-11.68,-3.67,5.90,0.080,-0.044,0.474,2.87,0.00,0.009,1,neutral,10.1,NEUTRAL,
104.610,1,1,-0.0031,0.2008,-0.4074,0.4542,0.0681,-12.19,-5.34,6.47,0.083,-0.044,0.495,2.91,0.00,0.002,1,neutral,10.0,NEUTRAL,
104.657,1,1,-0.0029,0.2004,-0.4065,0.4532,0.0663,-11.79,-4.31,6.43,0.084,-0.044,0.431,2.96,0.00,0.006,1,neutral,10.1,NEUTRAL,
104.706,1,1,-0.0028,0.2009,-0.4072,0.4541,0.0691,-11.80,-5.14,6.60,0.088,-0.044,0.399,3.01,0.00,0.001,1,neutral,10.2,NEUTRAL,
104.753,1,1,-0.0027,0.2016,-0.4083,0.4554,0.0648,-11.81,-4.09,6.55,0.093,-0.042,0.360,3.06,0.00,-0.004,1,neutral,9.9,NEUTRAL,
104.806,1,1,-0.0027,0.2014,-0.4083,0.4552,0.0676,-11.68,-4.63,6.09,0.095,-0.041,0.314,3.11,0.00,-0.003,1,neutral,10.0,NEUTRAL,
104.865,1,1,-0.0028,0.2019,-0.4094,0.4565,0.0624,-12.01,-3.05,5.92,0.092,-0.041,0.315,3.17,0.00,-0.007,1,neutral,10.3,NEUTRAL,
104.913,1,1,-0.0029,0.2024,-0.4099,0.4572,0.0661,-12.18,-5.03,6.13,0.094,-0.041,0.331,3.22,0.00,-0.008,1,neutral,10.2,NEUTRAL,
104.962,1,1,-0.0032,0.2035,-0.4100,0.4577,0.0716,-12.41,-6.02,5.80,0.095,-0.043,0.307,3.26,0.00,-0.009,1,neutral,9.8,NEUTRAL,
105.010,1,1,-0.0033,0.2060,-0.4095,0.4584,0.0684,-12.31,-8.67,5.68,0.096,-0.042,0.297,3.31,0.00,-0.010,1,neutral,10.1,NEUTRAL,
105.057,1,1,-0.0032,0.2106,-0.4076,0.4588,0.0639,-13.57,-14.76,6.24,0.114,-0.037,0.532,3.36,0.00,-0.010,1,neutral,10.1,NEUTRAL,
105.105,1,1,-0.0026,0.2160,-0.4054,0.4593,0.0649,-12.67,-21.88,5.76,0.159,-0.027,0.963,3.41,0.00,-0.010,1,neutral,10.2,NEUTRAL,
105.153,1,1,-0.0013,0.2201,-0.4015,0.4579,0.0658,-12.11,-25.93,5.93,0.223,-0.020,1.272,0.00,0.00,-0.002,0,neutral,10.2,NEUTRAL,
105.203,1,1,0.0001,0.2235,-0.3991,0.4575,0.0692,-11.09,-26.39,5.47,0.260,-0.016,1.187,0.00,0.00,0.000,0,neutral,10.1,NEUTRAL,
105.282,1,1,0.0021,0.2221,-0.4002,0.4577,0.0684,-7.98,-13.08,5.21,0.225,-0.001,1.586,0.08,0.00,-0.000,1,neutral,11.2,NEUTRAL,
105.329,1,1,0.0039,0.2152,-0.4042,0.4579,0.0632,-6.54,0.57,4.82,0.179,-0.015,1.807,0.13,0.00,-0.001,1,neutral,10.1,NEUTRAL,
105.377,1,1,0.0061,0.2027,-0.4092,0.4567,0.0654,-4.83,11.98,5.31,0.147,-0.030,1.538,0.17,0.00,0.004,1,neutral,10.1,NEUTRAL,
105.425,1,1,0.0081,0.1914,-0.4131,0.4553,0.0637,-3.64,16.72,5.35,0.127,-0.034,1.367,0.22,0.00,0.009,1,neutral,10.0,NEUTRAL,
105.473,1,1,0.0092,0.1875,-0.4131,0.4538,0.0658,-4.29,9.52,4.30,0.111,-0.037,1.108,0.27,0.00,0.014,1,neutral,10.1,NEUTRAL,
105.522,1,1,0.0105,0.1890,-0.4078,0.4496,0.0674,-3.03,-1.91,3.65,0.102,-0.034,0.991,0.32,0.00,0.028,1,neutral,10.2,NEUTRAL,
105.568,1,1,0.0118,0.1928,-0.4050,0.4487,0.0657,-3.42,-5.65,2.98,0.101,-0.027,0.922,0.37,0.00,0.026,1,neutral,9.9,NEUTRAL,
105.617,1,1,0.0129,0.1927,-0.4055,0.4491,0.0661,-3.20,0.42,3.03,0.093,-0.028,0.904,0.41,0.00,0.019,1,neutral,10.0,NEUTRAL,
105.682,1,1,0.0141,0.1874,-0.4085,0.4496,0.0653,-2.65,9.94,3.96,0.083,-0.031,0.779,0.48,0.00,0.014,1,neutral,10.6,NEUTRAL,
105.730,1,1,0.0144,0.1820,-0.4090,0.4478,0.0640,-3.16,10.97,4.33,0.083,-0.031,0.762,0.53,0.00,0.019,1,neutral,10.0,NEUTRAL,
105.777,1,1,0.0137,0.1813,-0.4049,0.4439,0.0666,-3.68,4.44,3.63,0.091,-0.034,0.750,0.57,0.00,0.032,1,neutral,10.2,NEUTRAL,
105.825,1,1,0.0129,0.1860,-0.4002,0.4415,0.0660,-3.82,-4.56,3.89,0.089,-0.031,0.757,0.62,0.00,0.035,1,neutral,10.1,NEUTRAL,
105.873,1,1,0.0125,0.1906,-0.3963,0.4399,0.0658,-4.17,-8.89,3.02,0.104,-0.025,0.899,0.67,0.00,0.035,1,neutral,10.1,NEUTRAL,
105.923,1,1,0.0124,0.1928,-0.3979,0.4423,0.0673,-4.65,-2.57,3.43,0.092,-0.028,1.132,0.72,0.00,0.018,1,neutral,10.4,NEUTRAL,
105.970,1,1,0.0130,0.1894,-0.4021,0.4446,0.0677,-3.15,6.56,3.52,0.093,-0.031,1.089,0.77,0.00,0.005,1,neutral,10.2,NEUTRAL,
106.017,1,1,0.0135,0.1831,-0.4034,0.4432,0.0630,-2.95,11.29,4.24,0.082,-0.041,1.102,0.81,0.00,0.010,1,neutral,10.1,NEUTRAL,
106.082,1,1,0.0131,0.1813,-0.4017,0.4409,0.0638,-4.06,5.58,4.00,0.096,-0.039,1.176,0.88,0.00,0.015,1,neutral,10.5,NEUTRAL,
106.131,1,1,0.0127,0.1849,-0.3964,0.4376,0.0641,-3.59,-4.58,4.16,0.099,-0.021,1.244,0.93,0.00,0.025,1,neutral,10.1,NEUTRAL,
106.193,1,1,0.0129,0.1904,-0.3899,0.4341,0.0652,-3.75,-12.30,3.20,0.118,-0.017,1.242,0.99,0.00,0.031,1,neutral,10.4,NEUTRAL,
106.241,1,1,0.0135,0.1950,-0.3882,0.4346,0.0665,-3.47,-10.18,2.74,0.118,-0.013,1.230,1.04,0.00,0.023,1,neutral,10.1,NEUTRAL,
106.289,1,1,0.0144,0.1970,-0.3887,0.4360,0.0666,-2.96,-6.34,3.19,0.113,-0.013,1.089,1.09,0.00,0.013,1,neutral,10.1,NEUTRAL,
106.337,1,1,0.0152,0.1956,-0.3897,0.4363,0.0664,-2.29,-0.38,3.42,0.099,-0.018,1.046,1.13,0.00,0.009,1,neutral,9.9,NEUTRAL,
106.388,1,1,0.0155,0.1936,-0.3918,0.4373,0.0658,-3.34,2.01,3.75,0.089,-0.021,0.841,1.19,0.00,0.003,1,neutral,10.2,NEUTRAL,
106.433,1,1,0.0155,0.1909,-0.3915,0.4358,0.0636,-3.90,3.09,4.48,0.086,-0.021,0.758,1.23,0.00,0.009,1,neutral,9.9,NEUTRAL,
106.482,1,1,0.0154,0.1897,-0.3924,0.4361,0.0625,-4.01,2.64,4.27,0.083,-0.020,0.618,1.28,0.00,0.006,1,neutral,10.2,NEUTRAL,
106.530,1,1,0.0152,0.1893,-0.3932,0.4367,0.0654,-4.19,1.13,4.49,0.079,-0.022,0.553,1.33,0.00,0.002,1,neutral,9.9,NEUTRAL,
106.578,1,1,0.0150,0.1897,-0.3938,0.4374,0.0677,-4.40,-0.09,5.28,0.080,-0.024,0.508,1.38,0.00,-0.001,1,neutral,10.1,NEUTRAL,
106.624,1,1,0.0146,0.1924,-0.3974,0.4418,0.0653,-5.47,-0.28,4.93,0.073,-0.029,0.555,1.42,0.00,-0.020,1,neutral,9.9,NEUTRAL,
106.672,1,1,0.0139,0.1933,-0.3972,0.4419,0.0660,-5.86,-0.97,4.58,0.074,-0.029,0.551,1.47,0.00,-0.016,1,neutral,10.0,NEUTRAL,
106.721,1,1,0.0132,0.1941,-0.3976,0.4427,0.0700,-5.76,-1.70,5.10,0.074,-0.032,0.472,1.52,0.00,-0.016,1,neutral,10.1,NEUTRAL,
106.769,1,1,0.0124,0.1956,-0.3999,0.4454,0.0645,-6.66,-0.74,4.77,0.070,-0.034,0.430,1.57,0.00,-0.024,1,neutral,10.0,YES,12
106.817,1,1,0.0117,0.1956,-0.3993,0.4448,0.0664,-6.30,-0.55,5.07,0.065,-0.039,0.422,1.61,0.00,-0.017,1,neutral,10.2,YES,
106.881,1,1,0.0110,0.1963,-0.4000,0.4457,0.0696,-6.36,-1.27,5.16,0.067,-0.035,0.472,1.68,0.00,-0.017,1,neutral,10.5,YES,
106.929,1,1,0.0105,0.1973,-0.4012,0.4472,0.0673,-6.47,-1.61,4.65,0.066,-0.038,0.498,1.73,0.00,-0.019,1,neutral,10.3,YES,
106.977,1,1,0.0100,0.1982,-0.4017,0.4480,0.0681,-6.88,-2.22,5.24,0.068,-0.043,0.469,1.77,0.00,-0.019,1,neutral,10.1,YES,
107.025,1,1,0.0095,0.1994,-0.4027,0.4495,0.0647,-7.07,-2.24,5.07,0.072,-0.042,0.475,1.82,0.00,-0.021,1,neutral,10.0,YES,
107.073,1,1,0.0090,0.2008,-0.4044,0.4516,0.0646,-7.61,-3.00,5.22,0.075,-0.039,0.402,1.87,0.00,-0.026,1,neutral,10.1,YES,
107.121,1,1,0.0085,0.2001,-0.4026,0.4497,0.0673,-7.14,-3.74,5.28,0.081,-0.039,0.386,1.92,0.00,-0.012,1,neutral,10.1,YES,
107.169,1,1,0.0080,0.2013,-0.4040,0.4514,0.0681,-7.89,-3.39,5.18,0.088,-0.040,0.366,1.97,0.00,-0.017,1,neutral,10.0,YES,
107.218,1,1,0.0078,0.2011,-0.4034,0.4508,0.0669,-7.49,-3.40,4.86,0.089,-0.038,0.385,2.01,0.00,-0.011,1,neutral,10.1,YES,
107.281,1,1,0.0075,0.2019,-0.4046,0.4523,0.0663,-7.96,-2.16,5.01,0.093,-0.036,0.353,2.08,0.00,-0.014,1,neutral,10.4,YES,
107.329,1,1,0.0074,0.2019,-0.4042,0.4519,0.0640,-7.90,-2.80,5.59,0.088,-0.036,0.405,2.13,0.00,-0.009,1,neutral,9.8,YES,
107.393,1,1,0.0074,0.2023,-0.4046,0.4524,0.0666,-8.17,-2.45,5.21,0.089,-0.037,0.371,2.19,0.00,-0.009,1,neutral,18.7,NEUTRAL,14
107.448,1,1,0.0075,0.2023,-0.4042,0.4521,0.0639,-7.97,-2.87,5.32,0.083,-0.037,0.385,2.25,0.00,-0.006,1,neutral,10.7,NEUTRAL,
107.506,1,1,0.0074,0.2026,-0.4048,0.4527,0.0686,-8.53,-3.54,5.48,0.086,-0.036,0.408,2.30,0.00,-0.007,1,neutral,10.5,NEUTRAL,
107.554,1,1,0.0075,0.2026,-0.4047,0.4526,0.0656,-7.92,-3.06,5.01,0.092,-0.037,0.388,2.35,0.00,-0.005,1,neutral,10.2,NEUTRAL,
107.601,1,1,0.0075,0.2018,-0.4031,0.4509,0.0676,-8.34,-3.37,5.48,0.095,-0.036,0.358,2.40,0.00,0.003,1,neutral,10.0,NEUTRAL,
107.649,1,1,0.0076,0.2026,-0.4039,0.4519,0.0667,-8.07,-3.89,5.63,0.093,-0.039,0.390,2.45,0.00,-0.002,1,neutral,10.0,NEUTRAL,
107.697,1,1,0.0076,0.2038,-0.4060,0.4544,0.0649,-8.16,-4.01,5.20,0.088,-0.040,0.366,2.49,0.00,-0.012,1,neutral,10.0,NEUTRAL,
107.745,1,1,0.0076,0.2037,-0.4060,0.4542,0.0660,-7.97,-3.93,5.17,0.084,-0.041,0.312,2.54,0.00,-0.009,1,neutral,10.0,NEUTRAL,
107.794,1,1,0.0075,0.2042,-0.4074,0.4558,0.0675,-8.08,-3.38,5.30,0.079,-0.042,0.282,2.59,0.00,-0.013,1,neutral,10.1,NEUTRAL,
107.841,1,1,0.0078,0.2018,-0.4052,0.4528,0.0668,-7.47,-2.09,5.14,0.079,-0.042,0.285,2.64,0.00,0.002,1,neutral,10.1,NEUTRAL,
107.890,1,1,0.0078,0.2006,-0.4046,0.4517,0.0639,-7.79,-1.00,5.39,0.072,-0.047,0.368,2.69,0.00,0.006,1,neutral,10.2,NEUTRAL,
107.937,1,1,0.0078,0.1994,-0.4035,0.4502,0.0658,-7.96,-1.61,5.00,0.072,-0.047,0.416,2.73,0.00,0.011,1,neutral,10.1,NEUTRAL,
107.986,1,1,0.0078,0.1984,-0.4023,0.4486,0.0664,-8.08,-1.43,5.30,0.069,-0.048,0.393,2.78,0.00,0.015,1,neutral,10.1,NEUTRAL,
108.033,1,1,0.0073,0.2004,-0.4046,0.4515,0.0647,-8.29,-2.72,5.26,0.073,-0.043,0.451,2.83,0.00,-0.000,1,neutral,10.2,NEUTRAL,
108.081,1,1,0.0070,0.2015,-0.4058,0.4531,0.0650,-7.91,-3.08,5.58,0.070,-0.045,0.490,2.88,0.00,-0.007,1,neutral,10.1,NEUTRAL,
108.128,1,1,0.0070,0.2002,-0.4036,0.4506,0.0663,-8.37,-3.02,6.00,0.075,-0.048,0.518,2.93,0.00,0.005,1,neutral,10.1,NEUTRAL,
108.177,1,1,0.0068,0.1997,-0.4034,0.4502,0.0656,-8.51,-2.03,5.64,0.073,-0.049,0.517,2.97,0.00,0.006,1,neutral,10.0,NEUTRAL,
108.226,1,1,0.0066,0.1993,-0.4042,0.4507,0.0696,-8.44,-1.13,5.53,0.076,-0.045,0.519,3.02,0.00,0.002,1,neutral,10.3,NEUTRAL,
108.274,1,1,0.0065,0.1988,-0.4045,0.4508,0.0683,-8.38,-1.34,5.69,0.075,-0.046,0.501,3.07,0.00,0.002,1,neutral,10.4,NEUTRAL,
108.321,1,1,0.0063,0.1996,-0.4059,0.4524,0.0647,-8.67,-1.20,5.30,0.070,-0.049,0.490,3.12,0.00,-0.005,1,neutral,10.1,NEUTRAL,
108.370,1,1,0.0065,0.1986,-0.4043,0.4504,0.0650,-8.35,-1.43,5.69,0.067,-0.050,0.426,3.17,0.00,0.004,1,neutral,10.1,NEUTRAL,
108.418,1,1,0.0066,0.1978,-0.4028,0.4488,0.0670,-8.24,-1.45,5.87,0.066,-0.049,0.379,3.22,0.00,0.010,1,neutral,10.2,NEUTRAL,
108.467,1,1,0.0065,0.1989,-0.4041,0.4504,0.0685,-8.62,-2.26,5.75,0.067,-0.050,0.346,3.26,0.00,0.001,1,neutral,10.6,NEUTRAL,
108.529,1,1,0.0063,0.2000,-0.4055,0.4522,0.0653,-9.40,-2.93,5.72,0.069,-0.049,0.310,3.33,0.00,-0.005,1,neutral,10.3,NEUTRAL,
108.577,1,1,0.0064,0.2002,-0.4052,0.4520,0.0668,-8.76,-2.32,5.49,0.069,-0.050,0.305,3.37,0.00,-0.003,1,neutral,9.9,NEUTRAL,
108.625,1,1,0.0067,0.2011,-0.4063,0.4534,0.0634,-8.77,-2.39,5.68,0.068,-0.050,0.258,3.42,0.00,-0.008,1,neutral,10.3,NEUTRAL,
108.673,1,1,0.0068,0.2003,-0.4050,0.4519,0.0647,-9.25,-3.84,5.73,0.067,-0.050,0.227,3.47,0.00,-0.000,1,neutral,10.0,NEUTRAL,
